path,kind,loc,last_commit_date,last_commit_subject,classification,confidence,inbound_refs_count,inbound_refs,outbound_refs,breaks_if_deleted,notes
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscStackedSelectionTr_hDPhiTrSameMother_hTrPtSameMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscStackedTr_hDPhiTrDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/MarkerscStackedTr_hDPhiTrSameMother_hTrPtSameMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cBMesonsAs_hDPhiAsDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cBMesonsTr_hDPhiTrDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cBMesonsTr_hDPhiTrSameMother_hTrPtSameMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cStackedAs_hDPhiAsDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cStackedSelectionAs_hDPhiAsDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cStackedSelectionTr_hDPhiTrDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cStackedSelectionTr_hDPhiTrSameMother_hTrPtSameMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cStackedTr_hDPhiTrDiffMother_hTrPtDiffMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/DecayOnly/cStackedTr_hDPhiTrSameMother_hTrPtSameMother.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/ToDecay_or_ToHadronise.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/Plots/cMatching_DpDmBpBm_Comparison_B^{+}B^{-} and D^{+}D^{-} angular correlations.pdf,generated-figure,,2026-02-24,Updated strucutre and comments,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/DpDmBpBm_ComparisonStudy/PlottingComparisonStudy.C,other,210,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:379(doc),,Nothing. Not reachable from run_paper_plots.sh.,"D+/D-/B+/B- comparison study, last change e2d18da7c 2026-02-24. Its outputs are the 40 tracked figures under DpDmBpBm_ComparisonStudy/Plots/. Blocked on: does this study appear in the paper?"
PlottingScripts/DpDmBpBm_ComparisonStudy/ProductionOriginStudy.C,other,123,2026-02-24,Updated strucutre and comments,UNSURE,medium,0,REPOSITORY_FILE_CATALOG.md:377(doc); REPOSITORY_FILE_CATALOG.md:380(doc),,Nothing. Not reachable from run_paper_plots.sh.,"D+/D-/B+/B- comparison study, last change e2d18da7c 2026-02-24. Its outputs are the 40 tracked figures under DpDmBpBm_ComparisonStudy/Plots/. Blocked on: does this study appear in the paper?"
PlottingScripts/DpDmBpBm_ComparisonStudy/SameDiffMother_Markers_MotherStudy.C,other,941,2026-02-24,Updated strucutre and comments,UNSURE,medium,1,PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C:52; REPOSITORY_FILE_CATALOG.md:338(doc); REPOSITORY_FILE_CATALOG.md:381(doc),PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C,Nothing. Not reachable from run_paper_plots.sh.,"D+/D-/B+/B- comparison study, last change e2d18da7c 2026-02-24. Its outputs are the 40 tracked figures under DpDmBpBm_ComparisonStudy/Plots/. Blocked on: does this study appear in the paper?"
PlottingScripts/DpDmBpBm_ComparisonStudy/SameDiffMother_Stacked_MotherStudy.C,other,941,2026-02-24,Updated strucutre and comments,UNSURE,medium,1,PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C:51; REPOSITORY_FILE_CATALOG.md:338(doc); REPOSITORY_FILE_CATALOG.md:382(doc),PlottingScripts/DpDmBpBm_ComparisonStudy/DecayAndHadronisation_Stacked_MotherStudy.C,Nothing. Not reachable from run_paper_plots.sh.,"D+/D-/B+/B- comparison study, last change e2d18da7c 2026-02-24. Its outputs are the 40 tracked figures under DpDmBpBm_ComparisonStudy/Plots/. Blocked on: does this study appear in the paper?"
PlottingScripts/FinalAnalysis/Plot_MultiplicityDistributions_TwoSamples.C,other,556,2026-07-24,Fix plotting uncertainties and multiplicity-bin ordering,ACTIVE-DORMANT,medium,2,PlottingScripts/run_paper_plots.sh:469; PlottingScripts/run_paper_plots.sh:480; PlottingScripts/FinalAnalysis/README.md:9(doc); PlottingScripts/FinalAnalysis/README.md:40(doc); PlottingScripts/FinalAnalysis/README.md:47(doc); PlottingScripts/FinalAnalysis/README.md:53(doc); REPOSITORY_FILE_CATALOG.md:383(doc); REPOSITORY_FILE_CATALOG.md:410(doc),PlottingScripts/HistogramErrorUtils.h,"run_paper_plots.sh final-multiplicity/final-yields targets (:469,:480,:484,:494).",Marked NONCANONICAL legacy-unsealed in the runner's own help (:31-32).
PlottingScripts/FinalAnalysis/Plot_SelectedParticleYields_IndependentVsCombined.C,other,822,2026-04-01,Corrected normalization logic,ACTIVE-DORMANT,medium,2,PlottingScripts/run_paper_plots.sh:484; PlottingScripts/run_paper_plots.sh:494; PlottingScripts/FinalAnalysis/README.md:9(doc); PlottingScripts/FinalAnalysis/README.md:72(doc); PlottingScripts/FinalAnalysis/README.md:75(doc); PlottingScripts/FinalAnalysis/README.md:81(doc); REPOSITORY_FILE_CATALOG.md:384(doc); REPOSITORY_FILE_CATALOG.md:410(doc),PlottingScripts/HistogramErrorUtils.h,"run_paper_plots.sh final-multiplicity/final-yields targets (:469,:480,:484,:494).",Marked NONCANONICAL legacy-unsealed in the runner's own help (:31-32).
PlottingScripts/FinalAnalysis/Plots/MultiplicityComparison_Beauty_JUNCTIONS_12-01-2026_vs_27-03-2026.C,generated-artifact,716,2026-04-01,Normalization fixed plots,STALE,high,0,REPOSITORY_FILE_CATALOG.md:385(doc),,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/FinalAnalysis/Plots/MultiplicityComparison_Beauty_JUNCTIONS_12-01-2026_vs_27-03-2026.pdf,generated-figure,,2026-04-01,Normalization fixed plots,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/FinalAnalysis/Plots/MultiplicityComparison_Beauty_JUNCTIONS_12-01-2026_vs_27-03-2026.png,generated-figure,,2026-07-24,Fix plotting uncertainties and multiplicity-bin ordering,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/FinalAnalysis/Plots/MultiplicityComparison_Beauty_MONASH_12-01-2026_vs_27-03-2026.C,generated-artifact,674,2026-04-01,Normalization fixed plots,STALE,high,0,REPOSITORY_FILE_CATALOG.md:388(doc),,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/FinalAnalysis/Plots/MultiplicityComparison_Beauty_MONASH_12-01-2026_vs_27-03-2026.pdf,generated-figure,,2026-04-01,Normalization fixed plots,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/FinalAnalysis/Plots/MultiplicityComparison_Beauty_MONASH_12-01-2026_vs_27-03-2026.png,generated-figure,,2026-04-01,Normalization fixed plots,STALE,high,0,,,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
PlottingScripts/FinalAnalysis/Plots/MultiplicityComparison_Charm_JUNCTIONS_12-01-2026_vs_27-03-2026.C,generated-artifact,762,2026-04-01,Normalization fixed plots,STALE,high,0,REPOSITORY_FILE_CATALOG.md:391(doc),,Nothing executes. You lose an archived copy of a figure that the plotting macros regenerate.,"Generated plot artifact. .C files carry the ROOT header 'Macro generated from canvas ... by ROOT version'. .gitignore:53-55 already declares PlottingScripts/Plots/, PlottingScripts/**/Plots/ and Balancing_and_Sampling/**/Plots/ ignored - these predate the rule. PlottingScripts/validation/removed_tracked_plot_inventory.txt records 78 such files already removed."
